date,yoy_pct,original_value
2007-04-18,2.9871393862871187,861335.0
2007-04-25,4.157608824351278,879686.0
2007-05-02,5.568413031911423,890857.0
2007-05-09,4.397039616891596,875270.0
2007-05-16,2.553948980675358,859559.0
2007-05-23,4.0088021317439715,873935.0
2007-05-30,2.9833955705864446,876986.0
2007-06-06,2.7832674183875694,872706.0
2007-06-13,2.260397295562311,864989.0
2007-06-20,2.5232814022228434,866089.0
2007-06-27,2.4476692135342315,865105.0
2007-07-04,2.9298111098456037,876611.0
2007-07-11,2.962608554567736,869407.0
2007-07-18,2.708808392576012,872916.0
2007-07-25,2.6543814285985956,863890.0
2007-08-01,2.351978152642187,870261.0
2007-08-08,3.029383123453888,865453.0
2007-08-15,2.616636373559089,864931.0
2007-08-22,2.958041115196308,862775.0
2007-08-29,2.5793107500660994,872873.0
2007-09-05,2.6587508278399286,871156.0
2007-09-12,5.402396995549941,886314.0
2007-09-19,3.5242521999732768,867732.0
2007-09-26,4.697689685883399,889900.0
2007-10-03,3.176436787067738,869051.0
2007-10-10,3.1447426452191785,886363.0
2007-10-17,2.9979862591802853,869509.0
2007-10-24,3.3714967958641706,881395.0
2007-10-31,3.2551523255596404,883385.0
2007-11-07,3.1554918882405802,885724.0
2007-11-14,3.972410762187173,889537.0
2007-11-21,2.9940147446730236,891028.0
2007-11-28,2.6551616664973965,879417.0
2007-12-05,2.3876740069916025,882764.0
2007-12-12,3.2674319055666645,881750.0
2007-12-19,2.6558074473127524,887983.0
2007-12-26,2.376354616385523,890662.0
2008-01-02,5.437867156933374,922187.0
2008-01-09,3.0339756135509433,880754.0
2008-01-16,3.9817865093098037,893581.0
2008-01-23,2.993583835727409,877253.0
2008-01-30,3.989003499936472,900264.0
2008-02-06,1.8671269868558493,871022.0
2008-02-13,1.8226497032399758,883005.0
2008-02-20,1.117534383682206,878949.0
2008-02-27,1.8709632565884426,893825.0
2008-03-05,1.932088304868107,881208.0
2008-03-12,2.334986097604408,896565.0
2008-03-19,2.963732827231258,888646.0
2008-03-26,2.777870391341497,893965.0
2008-04-02,2.4804045834546207,883708.0
2008-04-09,3.187738967763254,893029.0
2008-04-16,2.388037174850677,881904.0
2008-04-23,0.6928608617165599,885781.0
2008-04-30,-0.3059974833222401,888131.0
2008-05-07,1.5947079186993784,889228.0
2008-05-14,2.398439199636093,880175.0
2008-05-21,2.8093622523414297,898487.0
2008-05-28,3.086480285888249,904054.0
2008-06-04,2.662179473958015,895939.0
2008-06-11,2.96200298500906,890610.0
2008-06-18,4.181440937363257,902304.0
2008-06-25,3.1912889186861637,892713.0
2008-07-02,3.0060083663107084,902962.0
2008-07-09,3.2927041075123675,898034.0
2008-07-16,4.326304020089,910681.0
2008-07-23,4.141152230029288,899665.0
2008-07-30,5.557413235799369,918625.0
2008-08-06,4.189366724709487,901710.0
2008-08-13,5.746238717308083,914632.0
2008-08-20,4.153574222711609,898611.0
2008-08-27,4.25136302761111,909982.0
2008-09-03,3.9139947380262496,905253.0
2008-09-10,4.446618241390743,925725.0
2008-09-17,14.67745801699143,995093.0
2008-09-24,36.175412967749175,1211825.0
2008-10-01,73.06107466650404,1503989.0
2008-10-08,79.56379045605469,1591587.0
2008-10-15,103.6562013734188,1770809.0
2008-10-22,104.51693054759784,1802602.0
2008-10-29,122.90235854129286,1969086.0
2008-11-05,134.18186703758735,2074205.0
2008-11-12,148.76446960609843,2212852.0
2008-11-19,145.46220769717672,2187137.0
2008-11-26,139.4901394901395,2106117.0
2008-12-03,142.07194674907447,2136924.0
2008-12-10,155.17573008222288,2250012.0
2008-12-17,153.9443885750065,2254983.0
2008-12-24,150.6350332673899,2232311.0
2008-12-31,142.84196155443527,2239457.0
2009-01-07,140.86623506677233,2121439.0
2009-01-14,129.38200342218556,2049714.0
2009-01-21,132.21487985792012,2037112.0
2009-01-28,114.05743204215652,1927082.0
2009-02-04,112.55915464821781,1851437.0
2009-02-11,108.76438978261733,1843400.0
2009-02-18,117.93778706159289,1915562.0
2009-02-25,114.37250020977258,1916115.0
2009-03-04,115.76256684006498,1901317.0
2009-03-11,111.8657319881994,1899514.0
2009-03-18,132.5945314557203,2066942.0
2009-03-25,131.7267454542404,2071556.0
2009-04-01,135.25146315298718,2078936.0
2009-04-08,133.87515970925915,2088573.0
2009-04-15,147.92925307062902,2186498.0
2009-04-22,148.008480651538,2196812.0
2009-04-29,132.70350882921548,2066712.0
2009-05-06,133.88354842627538,2079758.0
2009-05-13,149.53571732894028,2196351.0
2009-05-20,142.81174908485045,2181632.0
2009-05-27,130.08747265096997,2080115.0
2009-06-03,131.90139060806592,2077695.0
2009-06-10,130.43722841647858,2052297.0
2009-06-17,129.69276430116682,2072527.0
2009-06-24,126.90058283009206,2025571.0
2009-07-01,122.1164345786423,2005627.0
2009-07-08,121.90028439903165,1992740.0
2009-07-15,127.57156457639942,2072451.0
2009-07-22,126.64002712120622,2039001.0
2009-07-29,117.77624166553271,2000547.0
2009-08-05,120.60340907830675,1989203.0
2009-08-12,120.29614096161079,2014899.0
2009-08-19,129.3140190805588,2060641.0
2009-08-26,128.01571899224382,2074902.0
2009-09-02,130.18095493745946,2083720.0
2009-09-09,125.54711172324393,2087946.0
2009-09-16,115.0334692335289,2139783.0
2009-09-23,78.13058816248221,2158631.0
2009-09-30,42.35609435973269,2141020.0
2009-10-07,34.33673434125812,2138086.0
2009-10-14,23.8296733300994,2192787.0
2009-10-21,22.107875171557566,2201119.0
2009-10-28,9.773620857595855,2161537.0
2009-11-04,4.3805699050961655,2165067.0
2009-11-11,-3.516593066323459,2135035.0
2009-11-18,0.9868609053753863,2208721.0
2009-11-25,4.759564639571301,2206359.0
2009-12-02,3.1423672531170954,2204074.0
